node_index,osm_id,x_meters,y_meters,lon,lat
337,33781369,693305.1181524147,4796937.668993734,5.3832019,43.3004458
338,12362109074,693291.2025395067,4796957.152948487,5.383037334286375,43.300624666886065
339,12362109076,693286.6125750877,4796925.169934059,5.382969549595724,43.30033810024678
340,33781371,693385.6740021626,4796920.59525526,5.384188199999998,43.30027149999999
341,12362109077,693402.2123673437,4796897.259040654,5.384383713712281,43.300057299672275
342,12362109078,693410.6330038402,4796937.016597876,5.3845014266794555,43.30041282714581
343,33781363,693389.218946487,4796855.584492226,5.384208999999999,43.2996857
344,33781372,693418.3029338245,4796873.610037905,5.3845735999999995,43.299840399999994
345,12362109079,693371.2098172366,4796867.762482041,5.383991445268961,43.29979988942749
346,33781377,693427.7915863968,4796867.123078948,5.3846882,43.299779599999994
347,33781370,693352.0560149631,4796968.686103484,5.3837909999999995,43.3007128
348,12362109081,693368.8650085628,4796944.6406793725,5.383989600708845,43.30049215015956
349,12362109082,693328.5870836889,4796953.177548609,5.383496449365242,43.3005793003962
350,33781385,693435.5958422477,4796953.432115112,5.3848147,43.3005541
351,33781389,693417.2046223097,4796981.139088605,5.3845979,43.30080809999999
352,12362109083,693459.4769460894,4796969.136317206,5.385114399346285,43.30068925041009
353,12362109084,693447.9780505403,4796880.917585342,5.384941712268349,43.299898519168394
354,12362109090,693442.5780276004,4796846.28785483,5.38486301007601,43.29958834999658
355,33781375,693570.1984897759,4796962.046423971,5.3864757999999995,43.300596999999996
356,12362109091,693557.5668347043,4796980.403718618,5.386326663200655,43.300765404902414
357,3372144650,693532.503585701,4797017.255831236,5.386030900000001,43.3011034
358,12362109093,693554.8999821959,4797031.962522652,5.386311964287083,43.30122995446044
359,12362109097,693515.8790807355,4797041.657705266,5.385834703016792,43.301327212716465
360,4081209975,693457.4424506908,4796825.510461804,5.385038799999999,43.29939759999999
361,12362109098,693433.558616697,4796825.053804838,5.384744437981254,43.299399629095
362,12362109100,693470.24044498,4796807.509987725,5.385190111772207,43.29923236423007
363,33781378,693317.0636457413,4797014.603771171,5.3833761,43.3011349
364,12362109101,693335.2438083377,4796992.229080425,5.383592181600918,43.30092892992506
